student_id,department,cgpa,backlogs,internships,projects_completed,certifications,communication_score,aptitude_score,technical_score,attendance_percent,skills,placed,company,role_offered,package_lpa
S1552,Electronics,7.09,0,1,2,2,10.0,61.5,79.9,93.5,Problem Solving;OS;React;Machine Learning;Java,1,Amazon,Data Scientist,7.61
S1553,Information Technology,7.53,0,1,2,1,5.1,61.0,60.6,84.1,DBMS;Problem Solving;OS,1,Cognizant,Cloud Engineer,7.55
S1554,Electrical,7.05,2,0,2,1,7.0,85.4,55.7,81.0,Power BI;DBMS;C++;SQL;Java;Excel,0,,,
S1555,Electrical,7.58,0,0,3,1,7.7,46.6,49.4,84.9,Python;AWS;SQL;Java;DBMS;React;OS;Networking,1,Wipro,Cloud Engineer,6.74
S1556,Electronics,5.84,1,1,2,1,6.3,68.6,51.5,86.9,Python;AWS;C++;Excel;SQL;OS;React,0,,,
S1557,Computer Science,6.42,0,1,2,0,8.3,46.1,37.7,89.7,OS;Python;Java;Machine Learning;C++;Communication,1,TCS,Business Analyst,5.89
S1558,Electrical,6.76,0,2,1,0,5.9,59.2,48.6,83.7,Networking;Problem Solving;Excel;Power BI;React,1,Infosys,Cloud Engineer,6.24
S1559,Electrical,8.41,0,1,1,1,3.4,85.9,72.1,70.0,DSA;OS;Communication;C++;Excel;DBMS;SQL;Python,1,TCS,System Engineer,7.83
S1560,Civil,6.87,0,1,2,2,8.3,59.3,81.4,94.6,AWS;OS;SQL;Java;Problem Solving;Communication,1,Accenture,Data Scientist,8.03
S1561,Electronics,8.28,0,1,3,0,6.6,80.9,43.9,78.9,Networking;DSA;Problem Solving,1,IBM,Cloud Engineer,6.79
S1562,Mechanical,7.21,0,1,4,2,4.5,49.4,79.6,83.7,Java;OS;AWS;React,1,Google,Data Analyst,9.27
S1563,Mechanical,6.31,0,2,1,0,7.7,66.2,28.5,75.1,Communication;Java;OS;Excel;C++;Python,0,,,
S1564,Computer Science,7.53,1,0,1,1,5.5,66.5,18.3,95.4,DBMS;Python;Networking;Power BI;AWS;Java,0,,,
S1565,Civil,7.7,0,1,2,1,6.8,41.8,68.9,88.7,C++;Machine Learning;Networking;Power BI;DSA;OS;Communication,1,Amazon,Software Engineer,7.6
S1566,Information Technology,5.75,0,0,0,2,7.8,57.1,64.6,82.9,Communication;Networking;Power BI;React;Excel;OS,0,,,
S1567,Electrical,6.9,0,1,1,1,9.7,74.0,74.3,75.8,Communication;Excel;OS;Java;AWS;DSA;Python;Problem Solving,1,Amazon,QA Engineer,7.54
S1568,Civil,8.18,1,0,3,0,6.8,75.3,21.2,85.6,Communication;Excel;Java;Python;SQL;OS;C++,1,TechMahindra,Cloud Engineer,6.8
S1569,Computer Science,7.56,0,3,3,1,5.1,94.9,67.1,94.7,React;DSA;AWS;Java;DBMS,1,Accenture,Support Engineer,9.25
S1570,Information Technology,7.75,1,0,4,0,7.9,79.1,38.0,84.5,Communication;Java;Power BI;DBMS;Python;React;AWS;OS,0,,,
S1571,Mechanical,6.19,0,1,1,1,5.9,49.6,34.2,77.4,React;Networking;SQL;OS;Python;AWS;C++;DBMS,0,,,
S1572,Civil,8.33,2,1,4,1,5.6,67.1,95.2,88.3,Problem Solving;Networking;Power BI;SQL;React;Excel,1,TechMahindra,System Engineer,10.13
S1573,Computer Science,7.52,0,1,1,2,7.4,81.1,32.9,66.3,C++;React;AWS;Communication;Networking;DBMS,1,Microsoft,Business Analyst,6.97
S1574,Electronics,6.65,0,1,1,1,6.1,77.3,74.7,89.6,Communication;Machine Learning;OS;SQL;Excel;DBMS,1,Capgemini,QA Engineer,7.86
S1575,Electrical,6.98,0,2,2,1,7.0,85.7,78.4,79.1,AWS;Communication;Excel;Power BI;Networking;DSA;React,1,Accenture,QA Engineer,8.91
S1576,Electrical,8.2,0,1,2,2,7.0,99.8,70.9,74.7,Problem Solving;C++;SQL;Excel;AWS,1,Wipro,Data Scientist,8.97
S1577,Electrical,6.55,0,2,0,1,8.3,74.9,62.5,75.3,Power BI;Communication;Networking,1,Google,Cloud Engineer,8.14
S1578,Electrical,6.15,3,2,2,1,5.5,65.8,51.4,83.8,Problem Solving;AWS;Networking;Machine Learning;DBMS;Python;Power BI;Java,0,,,
S1579,Computer Science,8.72,0,1,1,1,6.6,76.6,60.6,84.4,SQL;Python;C++;AWS;DSA;Machine Learning,1,Wipro,QA Engineer,8.61
S1580,Electrical,6.52,1,1,2,0,7.1,54.2,49.4,83.8,SQL;AWS;Python;Excel;Machine Learning,0,,,
S1581,Information Technology,7.76,0,1,2,0,5.8,52.0,79.1,74.4,Python;Communication;OS;Java;React;Networking;DSA,1,TechMahindra,Cloud Engineer,8.54
S1582,Information Technology,7.11,0,2,1,2,5.4,53.6,63.8,94.2,Power BI;Problem Solving;AWS;Excel;Machine Learning;Python;DBMS,1,Microsoft,Cloud Engineer,7.71
S1583,Electrical,6.0,0,0,3,2,8.0,47.4,37.7,82.2,Networking;Python;AWS;Excel;Machine Learning,1,Accenture,Support Engineer,6.07
S1584,Information Technology,6.86,1,0,4,1,6.7,84.9,99.8,79.1,Excel;Problem Solving;C++;Communication;React;Networking;DSA;Power BI,1,Cognizant,Support Engineer,7.26
S1585,Information Technology,6.6,0,0,4,1,5.6,69.7,49.8,78.5,Java;SQL;AWS;Excel;Networking;Problem Solving;DBMS;Python,1,Microsoft,QA Engineer,7.27
S1586,Civil,7.16,0,1,1,3,5.5,45.3,28.1,79.1,SQL;Problem Solving;React;Machine Learning;Python,0,,,
S1587,Electronics,8.84,2,0,2,0,6.3,45.2,66.1,79.9,Excel;SQL;Python;AWS;Communication;React,0,,,
S1588,Computer Science,9.31,0,1,4,1,5.5,64.1,46.5,85.3,React;AWS;C++;Machine Learning;OS;Problem Solving;Networking;Communication,1,Infosys,Data Scientist,10.56
S1589,Civil,6.36,0,0,3,1,6.8,24.3,57.3,70.6,SQL;Networking;Java;AWS,0,,,
S1590,Information Technology,6.87,0,0,1,0,4.7,80.3,37.3,71.0,Networking;Problem Solving;DBMS;Java;Communication;DSA,0,,,
S1591,Information Technology,9.36,0,1,2,0,9.4,64.1,48.1,89.9,Communication;Problem Solving;AWS;Machine Learning;DSA;React;Networking;OS,1,Deloitte,Software Engineer,9.16
S1592,Computer Science,6.85,0,0,2,0,7.6,86.3,60.3,78.3,Communication;OS;DSA;C++;React;Excel;Power BI;Python,0,,,
S1593,Electrical,5.0,0,1,1,2,8.0,55.5,65.2,79.1,DBMS;Power BI;Java;Problem Solving;Machine Learning,1,Deloitte,QA Engineer,6.33
S1594,Computer Science,7.28,0,1,0,0,7.9,48.2,91.8,73.5,AWS;Power BI;Communication;Networking;Excel;OS;React,1,TCS,QA Engineer,7.13
S1595,Electrical,7.75,1,2,2,1,6.8,49.2,27.5,90.7,Communication;Networking;Java;Power BI,1,Wipro,Software Engineer,8.91
S1596,Electrical,6.09,1,0,2,0,8.8,76.6,57.2,84.5,DSA;C++;AWS,1,Accenture,Cloud Engineer,5.82
S1597,Computer Science,6.72,0,2,2,2,5.7,59.2,100.0,75.9,Networking;AWS;Excel;Power BI,1,Microsoft,Data Analyst,9.39
S1598,Electrical,7.13,3,1,1,2,7.0,67.8,76.6,90.2,SQL;Python;OS;Excel;Communication;AWS;Java;Networking,0,,,
S1599,Computer Science,7.9,0,1,3,2,5.4,71.8,77.8,76.0,Power BI;Machine Learning;Networking;Java,1,Capgemini,Business Analyst,8.62
S1600,Electronics,6.99,0,1,4,0,6.0,79.4,80.3,66.4,DBMS;OS;C++;Problem Solving;Excel;Communication,1,TCS,Cloud Engineer,8.78
